"name","steam_appid","required_age","is_free","number_dlc","developers","publishers","price_currency","price_initial","price_final","windows","mac","linux","metacritic_score","categories","genres","recommendations_total","achievements_total","release_date"
"Legend Of Nazera: War",2179190,0,False,"","Coalition of Gamers Geeks and Nerds;Zygobot","Coalition of Gamers Geeks and Nerds","CAD","6.49","6.49",True,False,False,"","Single-player;Family Sharing","Indie;Simulation;Strategy;Early Access","","","30 Jan, 2023"
"My Kingdom for the Princess",2347120,0,False,"","Nevosoft","Best Place Apps","CAD","7.79","7.79",True,False,False,"","Single-player;Family Sharing","Casual;Simulation;Strategy","","","7 Apr, 2023"
"Warp Factory Playtest",1628730,0,False,"","","","","","",True,False,False,"","","","","","6 May, 2021"
"Neon Fantasy: Animals",2407920,0,False,"","Quantum Quiver Games","Quantum Quiver Games","CAD","2.59","2.59",True,False,False,"","Single-player;Steam Achievements;Camera Comfort;Mouse Only Option;Playable without Timed Input;Stereo Sound;Steam Cloud;Family Sharing","Adventure;Casual;Indie;Simulation;Strategy","",100,"10 May, 2023"
"Crowkart",1717850,0,True,"","Mongoose Rodeo","Mongoose Rodeo","","","",True,True,False,"","Multi-player;PvP;Online PvP;Partial Controller Support","Indie;Racing","","","To be announced"
"Where is Paradise ?",1746620,0,False,"","Spynosa Studio","Spynosa Studio","CAD","1.29","1.29",True,True,True,"","Multi-player;PvP;Online PvP;Co-op;Online Co-op;Family Sharing","Casual;Indie","","","11 Jun, 2024"
"What the Dark Keeps",453860,0,False,"","yazaa.works","yazaa.works","","","",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Family Sharing","Action;Adventure;Indie","","","Coming soon"
"Violent Selection",2396450,0,False,"","LGV","LGV","CAD","1.29","1.29",True,True,True,"","Single-player;Family Sharing","Action;Indie","","","6 May, 2023"
"CGENcore",981290,0,True,"","O L Y M P U S","O L Y M P U S","","","",True,False,False,"","Single-player","Casual;Free To Play;Indie;Simulation","","","16 Feb, 2019"
"You Are Sick",2323370,0,True,"","AO Games","AO Games","","","",True,True,True,"","Single-player","Casual;Free To Play;Simulation","","","10 Mar, 2023"
"Stickin' the Landing",2740260,0,False,"","Adrift Team","Entalto Publishing","CAD","10.49","10.49",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Casual","",23,"24 Oct, 2024"
"darkcase : the basement",430100,0,False,"","edco","edco","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Casual;Indie;Simulation;Strategy","","","5 Jun, 2018"
"Party Parkade",1395600,0,True,"","Perigon Games","Perigon Games","","","",True,True,False,"","Multi-player;PvP;Shared/Split Screen PvP;Shared/Split Screen;Full controller support;Remote Play on TV;Remote Play Together","Casual;Indie","","","30 Nov, 2020"
"Deep Sea Endurance",989270,0,False,"","Luke Williams Games","Luke Williams Games","CAD","2.29","2.29",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Action;Casual;Indie","","","7 Feb, 2019"
"TendyTrainer",983120,0,True,"","Owen Smallwood;Duncan Boyes","Owen Smallwood;Duncan Boyes","","","",True,False,False,"","Single-player;Tracked Controller Support;VR Only","Free To Play;Simulation;Sports","","","3 Dec, 2018"
"Froggies at the Zoo",2566620,0,False,"","Corrafinium Inc","Corrafinium Inc","CAD","7.79","7.79",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Adventure;Indie;Simulation","",5,"4 Feb, 2025"
"Strategic Mind: Spectre of Communism",1341170,0,False,"","Starni Games","Starni Games","CAD","33.99","33.99",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards;Family Sharing","Simulation;Strategy",184,40,"13 Nov, 2020"
"Age of the Sirens",2180500,0,False,"","ArtSeaSiren","ArtSeaSiren","","","",True,False,False,"","Single-player;Family Sharing","Indie","","","Coming soon"
"Bony Bones Adventures",2559520,0,False,"","KMH Productions","KMH Productions","","","",True,False,False,"","Single-player;Partial Controller Support;Family Sharing","Action;Adventure;Indie","","","2025"
"Wild's Edge",2702380,0,False,"","Avalon","Avalon","","","",True,False,False,"","Single-player;Family Sharing","Indie","","","Coming soon"
"Syndication Cyberpunk",1477200,0,False,"","528 Games","528 Games","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure","","","Coming soon"
"Code Correction",1663450,0,False,"","Feral Code Monkey","Feral Code Monkey","CAD","7.99","7.99",True,False,False,"","Single-player;Family Sharing","Casual","","","27 Jun, 2021"
"Unite",1573190,0,False,"","KG Games","KG Games","CAD","1.19","1.19",True,True,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Family Sharing","Strategy","","","2 Apr, 2021"
"John Christian 3.0",2590910,0,False,"","Carlos Martins - Blue Crab","Carlos Martins - Blue Crab","CAD","2.59","2.59",True,False,False,"","Single-player;Family Sharing","Action;Adventure;Casual;Indie;RPG;Strategy","","","26 Apr, 2024"
"Inori's House",1073370,0,False,"","Casting Couch Games","Casting Couch Games","CAD","1.19","1.19",True,False,False,"","Single-player;Captions available;Family Sharing","Casual;Indie","",4,"17 Jun, 2019"
"Dark Chronicles: The Soul Reaver",1596640,0,False,"","Crazy Turtle Games","HH-Games","CAD","8.99","8.99",True,False,False,"","Single-player;Family Sharing","Adventure;Casual","","","23 Apr, 2021"
"Samozbor: Rebellion",982100,0,False,1,"derevotyan","derevotyan","CAD","1.19","1.19",True,False,True,"","Single-player;Family Sharing","Casual;Indie","","","8 Dec, 2018"
"Seed of Nostalgia",1894140,0,False,"","James Sloan;Primitive Pixels","","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Adventure;Indie;RPG","","","To be announced"
"PlanetSide 2",218230,0,True,"","Rogue Planet Games","Daybreak Game Company","","","",True,False,False,84,"Multi-player;MMO;PvP;Online PvP;Steam Trading Cards;Steam Cloud","Action;Massively Multiplayer;Free To Play",580,"","20 Nov, 2012"
"TheSettlings Playtest",1959110,0,False,"","","","","","",True,False,False,"","","","","","12 Apr, 2023"
"侠客风云传前传(Tale of Wuxia:The Pre-Sequel)",650760,0,False,1,"Heluo Studio","Phoenix Games","CAD","18.99","18.99",True,False,False,"","Single-player;Steam Cloud;Commentary available;Family Sharing","Adventure;RPG;Strategy",2375,"","14 Aug, 2017"
"A Furry Tale - A night in Havena",1574770,0,False,"","Ulisses Digital","Ulisses Spiele","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Action;Adventure;RPG;Early Access","","","To be announced"
"Sex Simulator - CamGirl Audition",2548010,0,False,"","EroticGamesClub","EroticGamesClub","CAD","4.99","4.99",True,True,True,"","Single-player;Steam Achievements;Steam Leaderboards;Family Sharing","Casual;Indie;Simulation","",3,"15 Aug, 2023"
"Midnight Pufferfish Show",2277850,0,False,"","Phyrexi","Phyrexi","","","",True,True,True,"","Multi-player;PvP;Online PvP;Cross-Platform Multiplayer;Family Sharing","Action;Adventure","","","Coming soon"
"A Christmas Story From Hell VR",1817320,0,False,"","Mad Donkey Entertainment","Mad Donkey Entertainment","","","",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Action;Casual;Indie","","","Coming soon"
"Hentai VR 4",1647060,0,False,"","Hentai VR Studios","Hentai VR Studios","CAD","10.29","10.29",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Simulation","","","24 Jun, 2021"
"The Fisherman - Fishing Planet",1072480,0,False,3,"Fishing Planet LLC","Fishing Planet LLC","CAD","33.99","33.99",True,False,False,"","Multi-player;PvP;Online PvP;Steam Achievements;Steam Cloud;Family Sharing","Action;Adventure;Casual;Massively Multiplayer;Simulation;Sports;Strategy",919,18,"17 Oct, 2019"
"Kagura Genesis: Kuon's Story",2668840,0,False,"","Debonosu Works","Shiravune","CAD","19.49","19.49",True,False,False,"","Single-player;Partial Controller Support;Steam Cloud;Family Sharing","Adventure;RPG;Strategy","","","25 Jan, 2024"
"Zhulu Chess",2691890,0,False,"","Hade Games","Hade Games","","","",True,False,False,"","Single-player;Family Sharing","Indie;Strategy","","","Coming soon"
"Cascadia",2438970,0,False,"","Dire Wolf","Dire Wolf","CAD","19.49","19.49",True,True,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Partial Controller Support;Family Sharing","Strategy",130,30,"19 Feb, 2025"
"Wanted Raccoon",1320100,0,False,"","MAD Sprouts","MAD Sprouts","CAD","21.99","21.99",True,False,True,"","Single-player;Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Full controller support;Steam Cloud;Family Sharing","Action;Adventure;Casual;Indie;RPG;Simulation;Early Access",597,38,"19 Mar, 2021"
"Bit - Animation Editor",1370650,0,False,"","Morgondag","Morgondag","CAD","24.79","24.79",True,True,True,"","Single-player;Steam Achievements","Animation & Modeling;Design & Illustration;Game Development","",5,"4 Sep, 2020"
"Guts and Glory",537340,0,False,1,"HakJak","tinyBuild","CAD","19.49","3.89",True,True,True,"","Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Partial Controller Support;Stats;Steam Leaderboards;Includes level editor;Family Sharing","Action;Casual;Indie;Racing",1792,30,"19 Jul, 2018"
"Cat's Cosmic Atlas",2492800,0,False,"","RedDeer.Games","RedDeer.Games","CAD","15.49","15.49",True,False,False,"","Single-player;Family Sharing","Adventure;Casual;Indie","",18,"17 Aug, 2023"
"Last Emperor",2489520,0,False,"","Puggers Games","Puggers Games","","","",True,False,False,"","Single-player;Family Sharing","RPG;Simulation;Strategy","","","Coming soon"
"Grotoro",825580,0,True,"","Concrete Games","Concrete Games","","","",True,False,False,"","Multi-player;PvP;Shared/Split Screen PvP;Partial Controller Support;Remote Play Together","Action;Casual;Indie;Free To Play","","","12 Jun, 2018"
"The Gallery - Episode 2: Heart of the Emberstone",526140,0,False,1,"Cloudhead Games Ltd.","Cloudhead Games Ltd.","CAD","14.99","14.99",True,False,False,86,"Single-player;Steam Achievements;Tracked Controller Support;VR Only;Steam Trading Cards;Steam Cloud;Family Sharing","Adventure;Casual;Indie",376,27,"18 Oct, 2017"
"harmony",2465240,0,False,"","Aleph Null","Aleph Null Ltd.","CAD","6.49","6.49",True,True,False,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Steam Achievements;Remote Play Together;Family Sharing","Strategy","",37,"23 Nov, 2023"
"Higurashi When They Cry Hou - Ch. 5 Meakashi",577480,0,False,"","07th Expansion","MangaGamer","CAD","8.79","8.79",True,True,True,"","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Family Sharing","Adventure",745,16,"28 Apr, 2017"
"Dialogue Box: The Road Less Traveled Playtest",1813160,0,False,"","","","","","",True,False,False,"","","","","","8 Nov, 2021"
"Rezist: Tower Defense",1128520,0,False,"","SparkGames","SparkGames","CAD","1.29","1.29",True,False,False,"","Single-player;Family Sharing","Indie;Strategy","","","26 Sep, 2019"
"Mulaka",623640,0,False,"","Lienzo","Lienzo","CAD","22.79","22.79",True,True,False,67,"Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Remote Play on TV;Family Sharing","Action;Adventure;Indie",163,14,"27 Feb, 2018"
"rTexViewer",2366410,0,False,"","raylib technologies","raylib technologies","CAD","25.99","25.99",True,False,False,"","","Photo Editing;Utilities;Game Development","","","12 Apr, 2023"
"FINAL FANTASY VIII",39150,13,False,"","Square Enix","Square Enix","CAD","16.99","16.99",True,False,False,"","Single-player;Steam Achievements;Full controller support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing","RPG",7563,45,"5 Dec, 2013"
"Sakura Succubus 9",2788150,0,False,"","Winged Cloud","Winged Cloud","CAD","12.99","12.99",True,True,True,"","Single-player;Steam Achievements;Partial Controller Support;Family Sharing","Simulation","",15,"26 Aug, 2024"
"The Jump Guys",2757810,0,False,"","Plitka Games","Plitka Games","CAD","7.79","7.79",True,False,True,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Co-op;Online Co-op;Shared/Split Screen Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Full controller support;Steam Cloud;Remote Play Together;Family Sharing","Adventure;Indie;Massively Multiplayer;Sports","","","23 Feb, 2024"
"The Nine Lives of Nim: Fortune's Fool",1063110,0,False,2,"Sky Bear Games","Sky Bear Games;Pearangi Creative","CAD","10.29","10.29",True,True,True,"","Single-player;Steam Achievements;Family Sharing","Adventure;Casual;Indie;RPG;Simulation;Strategy","",52,"30 May, 2019"
"Bepuzzled Jigsaw Puzzle: Paradise",1108030,0,False,"","Team Spikkeee"," Spikkeee","CAD","2.29","2.29",True,True,True,"","Single-player;Family Sharing","Casual","","","12 Jul, 2019"
"Chess",707140,0,False,"","baKno Games","baKno Games","CAD","32.50","32.50",True,True,True,"","Single-player;Multi-player;PvP;Online PvP;Shared/Split Screen PvP;Shared/Split Screen;Cross-Platform Multiplayer;Remote Play Together;Family Sharing","Casual;Indie;Simulation;Sports;Strategy","","","19 Sep, 2017"
"Paws and Leaves - A Thracian Tale Playtest",1885600,0,False,"","","","","","",True,False,False,"","","","","","24 Jan, 2022"
"The Lar",1084570,0,True,1,"MarvelSushi","MarvelSushi","","","",True,False,False,"","Single-player;Steam Achievements;Steam Cloud","Adventure;Casual;Free To Play;Indie","",14,"10 Jun, 2019"
"HER TREES : THE PUZZLE HOUSE",2725090,0,False,"","Stone","Stone","CAD","2.59","2.59",True,False,False,"","Single-player;Family Sharing","Adventure;Indie",202,"","29 Feb, 2024"
"FIND ALL 2: Middle Ages",1722520,0,False,"","Very Very LITTLE Studio","Very Very LITTLE Studio","CAD","2.59","1.91",True,True,True,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Casual;Indie",417,100,"3 Mar, 2022"
"Touhou MONEY STOCKS SHOPS",1336830,0,False,"","ikasumiyaki","slringal","CAD","5.69","5.69",True,False,False,"","Single-player;Multi-player;PvP;Online PvP;Steam Achievements;Family Sharing","Indie;Strategy;Early Access","",6,"20 Aug, 2020"
"Sky Tower",395880,0,False,"","Animootor","Animootor","CAD","5.49","5.49",True,False,False,"","Single-player;Tracked Controller Support;VR Only;Family Sharing","Casual;Indie;Simulation","","","25 Apr, 2016"
"Project Microchip",1526550,0,False,"","Gustsoft","Gustsoft","","","",True,False,False,"","Multi-player;PvP;Online PvP;Co-op;Online Co-op;Steam Achievements;Family Sharing","Action;Adventure;Indie;RPG;Early Access","","","Q3 2025"
"FINAL FANTASY IX",377840,13,False,2,"Square Enix","Square Enix","CAD","23.99","23.99",True,False,False,84,"Single-player;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud;Remote Play on Phone;Remote Play on Tablet;Family Sharing","RPG",10782,85,"14 Apr, 2016"
"Under the Rainbow - Prologue",1178010,0,False,"","Chasing the Cool","Chasing the Cool","","","",True,False,False,"","Single-player;Full controller support;Family Sharing","Adventure;Casual;Indie;Simulation","","","Coming soon"
"Avadon 3: The Warborn",460780,0,False,1,"Spiderweb Software","Spiderweb Software","CAD","25.99","25.99",True,False,False,"","Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Family Sharing","Adventure;Indie;RPG;Strategy",107,30,"14 Sep, 2016"
"Tactics Returners",2127730,0,False,"","Triple Tech Arts","Triple Tech Arts","","","",True,False,False,"","Single-player;Steam Achievements;Full controller support;Family Sharing","Indie;RPG;Strategy","","","To be announced"
"Solar Raiders",2379010,0,False,"","Robi Studios","Robi Studios","","","",True,False,False,"","Single-player;Multi-player;Co-op;Online Co-op;Full controller support;Family Sharing","Action","","","To be announced"
"Brutal Fate",1409460,0,False,"","Marcos Abenante","Marcos Abenante","","","",True,False,False,"","Single-player;Multi-player;PvP;LAN PvP;Co-op;LAN Co-op;Partial Controller Support;Family Sharing","Action;Adventure;Indie","","","To be announced"
