,name,steam_appid,required_age,is_free,number_dlc,developers,publishers,price_currency,price_initial,price_final,windows,mac,linux,metacritic_score,categories,genres,recommendations_total,achievements_total,release_date,0,total_news,total_patches
73820,Halo 2 Anniversary MP Mod Tools - MCC,1695790.0,18.0,False,,343 Industries;Splash Damage;Ruffian Games;Bungie;Saber Interactive,,,,,True,False,False,,Single-player;Multi-player;PvP;Online PvP;LAN PvP;Co-op;Online Co-op;LAN Co-op;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Remote Play on Phone;Remote Play on Tablet;Remote Play on TV;Family Sharing,Action,,,,,,
73942,With Me: Aquatic Time Playtest,3532120.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
74015,Stuffed Playtest,1442310.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Dec, 2020",,,
74068,Mean Beans Playtest,2292500.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Jul, 2023",,,
74070,Hitboxer Playtest,1788820.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Oct, 2021",,,
74081,Trans-Siberian Railway Simulator: Prologue Playtest,2646800.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Nov, 2023",,,
74111,Samsara Playtest,1972010.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Apr, 2022",,,
74146,Sentinel Point Heroes Playtest,2752200.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Jan, 2024",,,
74278,Cathy Et Les Autres Playtest,3099340.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Aug, 2024",,,
74304,Corgi Conquest Playtest,3748920.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Jun, 2025",,,
74325,Zet Zillions Playtest,2720720.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Dec, 2023",,,
74430,Summoner's Gambit Playtest,3855300.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Jul, 2025",,,
74535,Urbek Playtest,1601050.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Jul, 2022",,,
74555,LEMURIA playtest,1749130.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Sep, 2021",,,
74606,ThanksTaking Playtest,2062470.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Jun, 2022",,,
74613,Flawed Tactics Playtest,2901680.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Mar, 2024",,,
74650,TypeOut Playtest,1993370.0,0.0,False,,,,,,,True,False,False,,,,,,"11 May, 2022",,,
74654,Warhammer: Vermintide Versus - Open Beta,2792380.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Aug, 2024",,,
74720,ASV Soccer Playtest,3787820.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Jun, 2025",,,
74788,Hauntsville Playtest,2699010.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Nov, 2023",,,
74896,The Masters: Survival Playtest,1905670.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Feb, 2022",,,
74897,Youlogic Playtest,2614900.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Sep, 2023",,,
74955,Project Conflict Playtest,2496690.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Jun, 2024",,,
75103,Batora: Lost Haven Playtest,1691580.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Jul, 2021",,,
75153,Blobbton Playtest,2821900.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Feb, 2024",,,
75190,God Machines Playtest,2488610.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Aug, 2023",,,
75207,Ant Empire Playtest,1667020.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jun, 2021",,,
75344,Rivals 2 Playtest,2935730.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Sep, 2024",,,
75407,ShatteredDivinities Playtest,3562720.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Mar, 2025",,,
75413,ZaciSa: Defense of the Crayon Dimension! Playtest,2495520.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Aug, 2023",,,
75511,Pelican Harbor Playtest,3005130.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Sep, 2024",,,
75632,Carbox Playtest,3221250.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"24 Dec, 2024",,,
75677,Ultimechs Pre-Season Preview - Aug. 25-28,2111880.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"16 Aug, 2022",,,
75688,Freedome Farmers Playtest,3541780.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Feb, 2025",,,
75709,ITER Playtest,3348680.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Aug, 2025",,,
75804,WN_RPG 1B Playtest,2953850.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Apr, 2025",,,
75904,Railway Empire 2 Playtest,2161850.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Apr, 2023",,,
76044,The Witcher 3 REDkit Playtest,2889630.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Apr, 2024",,,
76048,Lovely Planet Remix Playtest,1786700.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Oct, 2021",,,
76079,Surfpunk Playtest,3167900.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Jul, 2025",,,
76112,Escape the Testing Facility Playtest,3087850.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Aug, 2024",,,
76127,Duel Legends Playtest,3205700.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Nov, 2024",,,
76195,Beholder 3 Playtest,1773500.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Nov, 2021",,,
76240,AlexanderBall: A Countryball Tale Playtest,2131610.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Sep, 2022",,,
76250,Commander Quest Playtest,3535340.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Mar, 2025",,,
76275,SCP: Foundation Simulator Playtest,2876210.0,0.0,False,,,,,,,True,False,False,,,,,,"1 May, 2025",,,
76374,Exitless Playtest,3840030.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jun, 2025",,,
76526,Ritual Chamber Playtest,3659370.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Apr, 2025",,,
76543,息风谷战略 Playtest,2813280.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Mar, 2024",,,
76687,猛将三国 Playtest,3332890.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Dec, 2024",,,
76713,LuPR: Lunar Post Recruit Playtest,1941530.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Mar, 2022",,,
76751,Rushdown Revolt - Pre-Beta Testing Playtest,1625000.0,0.0,False,,,,,,,True,False,False,,,,,,"27 May, 2021",,,
76769,Vampire Clans Playtest,2564900.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Nov, 2024",,,
76782,Death Trick: Double Blind Playtest,2395640.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Apr, 2023",,,
76811,Pirates Outlaws 2: Heritage Playtest,3075310.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Oct, 2024",,,
76825,Aurora Playtest,2163990.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Sep, 2022",,,
76846,Escape from Darkness Playtest,2765830.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Jan, 2024",,,
76861,The Wings of Dawn Playtest,2225930.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Nov, 2022",,,
76884,TimeLost Playtest,2145240.0,0.0,False,,,,,,,True,False,False,,,,,,"24 May, 2024",,,
76945,OVIS LOOP Playtest,2277710.0,0.0,False,,,,,,,True,False,False,,,,,,"25 May, 2025",,,
76970,SHRIMP GAME Playtest,2907880.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Aug, 2025",,,
77046,Greed Forest Playtest,2980310.0,0.0,False,,,,,,,True,False,False,,,,,,"16 May, 2024",,,
77070,Cool Cucumber Cricket Playtest,2849570.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Feb, 2024",,,
77102,ShantyTown Playtest,3231880.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jul, 2025",,,
77136,Quiet Valley 2 Playtest,1666930.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Jun, 2021",,,
77280,グレゴリーホラーショー ソウルオブローゼス Playtest,3163180.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Sep, 2024",,,
77332,Angola '86 Playtest,2458750.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Jun, 2023",,,
77351,8 Days Playtest,2295240.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Jan, 2023",,,
77403,Feline Shenanigans Playtest,2697810.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Nov, 2023",,,
77434,Ultimate Fishing Simulator 2 Playtest,1613320.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jul, 2022",,,
77441,Phantom Brigade Playtest,1983410.0,0.0,False,,,,,,,True,False,False,,,,,,"Nov 23, 2022",,,
77470,Toy Shire Playtest,3117770.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jul, 2024",,,
77499,Planet Prospector Playtest,2979060.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Jul, 2024",,,
77550,DESORDRE Playtest,2359000.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Mar, 2023",,,
77655,Minax Playtest,3567770.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Mar, 2025",,,
77718,THE GUARDIANS Playtest,3173490.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Sep, 2024",,,
77737,Vortica Playtest,3314410.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Nov, 2024",,,
77787,Orcdom Playtest,3527830.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Feb, 2025",,,
77836,Mandragora Playtest,3333090.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Nov, 2024",,,
77851,For Your Information Playtest,2502580.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Jul, 2023",,,
77896,Dinosaur Fossil Hunter - Paleontology Simulator Playtest,1802410.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Feb, 2022",,,
77965,NovaX Playtest,2771960.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Jan, 2024",,,
78055,Cyberscape Playtest,2246770.0,0.0,False,,,,,,,True,False,False,,,,,,"30 May, 2023",,,
78122,Black Lotus Motel Playtest,1685970.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Apr, 2022",,,
78145,GUILTY GEAR -STRIVE- Playtest,2129880.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Nov, 2024",,,
78172,The Crackpet Show Playtest,2107020.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Aug, 2022",,,
78189,Who Run The City: Multiplayer Playtest,1974580.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Apr, 2022",,,
78263,Alien Weapon Test Grounds Playtest,3234090.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Jan, 2025",,,
78267,WarOS Playtest,3475310.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Jan, 2025",,,
78302,Idle Guy Playtest,3797750.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Jun, 2025",,,
78387,SCP Observer Playtest,2244890.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Mar, 2023",,,
78587,Space Mechanic Simulator: Prologue Playtest,1896970.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Jan, 2023",,,
78646,Frozen Flame Playtest,1948950.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Oct, 2022",,,
78698,Marvel Contest of Champions Playtest,3173230.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"19 Nov, 2024",,,
78942,Robo Rolo Playtest,3590730.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Mar, 2025",,,
78995,Cosmic Cursor Playtest,2656430.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Mar, 2024",,,
79016,Golf Club Architect Playtest,1772170.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Oct, 2021",,,
79137,Ashen Knights: Foreshadow Playtest,2922420.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Apr, 2024",,,
79249,Despair Place Playtest,3211760.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Sep, 2024",,,
79351,窮極之門 Playtest,3298440.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Oct, 2024",,,
79379,Deepest Chamber Playtest,2170010.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Sep, 2022",,,
79456,Sahara Storms WWIII Playtest,2226760.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Jan, 2024",,,
79488,A Totally Legal Archaeology Adventure Playtest,3568610.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Mar, 2025",,,
79534,Rod of Asclepius Playtest,3858490.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Jul, 2025",,,
79628,Cozy Room Decorator Playtest,2674130.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Nov, 2023",,,
79672,Alaska Gold Fever Playtest,1833750.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Mar, 2025",,,
79685,Ocean Punk Playtest,1900760.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Nov, 2022",,,
79690,Two Strikes Playtest,2292120.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Feb, 2023",,,
79891,PrisonShow Playtest,1610590.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Apr, 2021",,,
79972,Lords and Villeins Playtest,1661110.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jun, 2021",,,
80058,Don't Let It Die Playtest,2965150.0,0.0,False,,,,,,,True,False,False,,,,,,"21 May, 2024",,,
80069,Bet Your Brain Playtest,2883190.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Mar, 2024",,,
80151,REPLICORE Playtest,3459450.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Aug, 2025",,,
80204,Poof! Cleaning Services Playtest,3693890.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jul, 2025",,,
80226,Aloft Playtest,3303850.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Dec, 2024",,,
80255,Industry Idle Playtest,1815870.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Dec, 2021",,,
80413,El Dorado: The Golden City Builder - Prologue Playtest,2491580.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jan, 2024",,,
80516,Club Koala Playtest,2909470.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Apr, 2024",,,
80594,Project Nightmares Multiplayer Playtest,2859340.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Jun, 2024",,,
80623,Laser League: World Arena Playtest,1694870.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jul, 2021",,,
80635,Rotten Apple Playtest,2342490.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"28 Apr, 2023",,,
80719,Miniland: Prologue Playtest,2287250.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Feb, 2023",,,
80739,Blooming Business: Casino Playtest,2086770.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Jan, 2023",,,
80954,Power to the People Playtest,1739550.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Nov, 2021",,,
80991,Cosmic Clash Playtest,2755560.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Jan, 2024",,,
81070,Yami RPG Editor Playtest,2248410.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Dec, 2022",,,
81128,Okubi Playtest,2134190.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Aug, 2025",,,
81164,Spirits of Baciu - Prologue Playtest,2176820.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Oct, 2022",,,
81338,MORTARMEN Playtest,2129930.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Aug, 2023",,,
81349,衔尾：龙之铃 Playtest,2126150.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Jan, 2024",,,
81350,Malmyr Playtest,1744240.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Sep, 2021",,,
81395,VEGA Conflict Playtest,1686140.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Apr, 2023",,,
81452,Saturated Outer Space Playtest,1627380.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Jul, 2021",,,
81466,Spell Disk Playtest,2439400.0,0.0,False,,,,,,,True,False,False,,,,,,"26 May, 2023",,,
81522,Endzone 2 Playtest,3112780.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Aug, 2024",,,
81621,进击之钢 Playtest,3443920.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
81644,Motordoom Playtest,2248370.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Dec, 2022",,,
81731,Aka Playtest,2090610.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Aug, 2022",,,
81932,The Outlast Trials Playtest,2126550.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Oct, 2022",,,
81988,"Warhammer 40,000: Speed Freeks Open Beta",2419650.0,0.0,False,,,,,,,True,False,False,,,,,,"23 May, 2024",,,
81992,B1 Playtest,2848710.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Feb, 2024",,,
82103,Cubic Cosmos Playtest,3555020.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Mar, 2025",,,
82142,赵云传重制版 Playtest,2247170.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Feb, 2023",,,
82163,Neon Runners Playtest,2821300.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
82235,Damashi Game Playtest,3326750.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Nov, 2024",,,
82323,Hexitten Playtest,3677980.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Apr, 2025",,,
82374,Hydroplane: Riptide Racers Playtest,2788050.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Jan, 2024",,,
82446,Procrastinaut Playtest,2631840.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Oct, 2023",,,
82459,The First Descendant Final Technical Test,2074930.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"23 May, 2024",,,
82514,Outworlder Playtest,1592890.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Apr, 2021",,,
82554,Rogue Rollout Playtest,3069510.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Jun, 2024",,,
82633,Strinova Playtest,1849610.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Jun, 2024",,,
82686,种呱得呱 Playtest,3420310.0,0.0,False,,,,,,,True,False,False,,,,,,"7 May, 2025",,,
82735,Forgery Craft Playtest,3012940.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Feb, 2025",,,
82830,Patron Playtest,1687970.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Jul, 2021",,,
82962,Gates of Devoroth Playtest,1834650.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Nov, 2021",,,
83003,Temporian Playtest,2330540.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Feb, 2023",,,
83034,拖拖拉拉小菲镇 Playtest,3223440.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Dec, 2024",,,
83035,HEAT REBORN 火線特戰隊 Playtest,1523440.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Feb, 2021",,,
83070,BLACK STIGMA Playtest,2067830.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Jul, 2024",,,
83090,Star Ores Inc. Playtest,3761190.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Jul, 2025",,,
83144,Back To The Collis Playtest,3486580.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Feb, 2025",,,
83169,Hades-Plan Playtest,3305290.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Dec, 2024",,,
83279,scuffed Playtest,1971990.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Apr, 2022",,,
83312,Revive & Prosper Playtest,2421960.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Nov, 2023",,,
83369,Contraband Police Playtest,2013110.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Mar, 2024",,,
83486,Expedition: Into Darkness Playtest,3616590.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jun, 2025",,,
83530,Undisputed Online Beta,2155120.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Dec, 2022",,,
83548,Search for Surf Playtest,1767800.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jan, 2023",,,
83568,Panda Push Playtest,1630930.0,0.0,False,,,,,,,True,False,False,,,,,,"14 May, 2021",,,
83635,Z-Factor Playtest,3053670.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Jun, 2024",,,
83652,Warlords: Under Siege Playtest,2212370.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Nov, 2022",,,
83667,ESCAPE Playtest,3770350.0,0.0,False,,,,,,,True,False,False,,,,,,"30 May, 2025",,,
83711,Tile Deck TD (TD;TD) Playtest,2337750.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Apr, 2023",,,
83913,Goobies Playtest,2385010.0,0.0,False,,Knifes,,,,,True,False,False,,Single-player;Steam Achievements;Full controller support,Action;Casual;Indie;RPG;Strategy,,,,,,
83947,Bounty Brawl: Most Wanted Playtest,3216710.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Nov, 2024",,,
84096,Plant Gallery: A Short Botanic Experience Playtest,2547270.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Aug, 2023",,,
84101,Commando Hero 2 : First Blood Playtest,2912410.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Apr, 2024",,,
84323,"Run, Doodleguy! Playtest",1684260.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Sep, 2021",,,
84333,Shadow Eclipse Playtest,1679970.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Jul, 2021",,,
84446,我的动物公司 Playtest,3649810.0,0.0,False,,,,,,,True,False,False,,,,,,"29 May, 2025",,,
84548,March of Empires Playtest,3374690.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Dec, 2024",,,
84657,Kingdom Incremental Playtest,2487630.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jun, 2023",,,
84670,Revenge of the Mage Playtest,3363340.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Nov, 2024",,,
84918,Infested Fortress Playtest,2273670.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Jan, 2023",,,
84963,OpenDraft Playtest,3391360.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Dec, 2024",,,
84968,Samurai Zero Playtest,1617490.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Jun, 2021",,,
84973,The Backrooms: Forsaken Playtest,3545520.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Feb, 2025",,,
85010,Rogue Rhythm Playtest,3093550.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Oct, 2024",,,
85101,Cook For Love Playtest,3088450.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jul, 2024",,,
85167,Pocket Bravery Playtest,1630850.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Sep, 2021",,,
85170,GAZZLERS Playtest,2270090.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"17 Jan, 2023",,,
85243,Tower3DMove Playtest,1751090.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Sep, 2021",,,
85280,Horus: Desert Survivor Playtest,3541020.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Apr, 2025",,,
85324,BAA! Never Stop Bleating Playtest,2877130.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Sep, 2024",,,
85526,Thunder Tier One Playtest,1472130.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Jul, 2021",,,
85595,幻想乡之玉 Playtest,2319510.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Aug, 2023",,,
85618,A Planet of Mine MasterMine Edition Playtest,3634740.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Apr, 2025",,,
85631,Chernobylite 2: Exclusion Zone Playtest,3527860.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Feb, 2025",,,
85700,Lumencraft Playtest,1906060.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Feb, 2022",,,
85715,Fire Commander Playtest,1931840.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Mar, 2022",,,
85831,Touch Type Tale - Strategic Typing Playtest,3155890.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Aug, 2024",,,
85836,Mega City Police Playtest,2328820.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Apr, 2023",,,
85839,The Lost Playtest,2192310.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Aug, 2025",,,
86009,ONAR Playtest,2096100.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jul, 2022",,,
86122,BreakBall Playtest,3160600.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Aug, 2024",,,
86179,太古试炼 Playtest,2307490.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Feb, 2023",,,
86195,VELASTER Playtest,3384200.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Dec, 2024",,,
86196,ZIRQUITZ Playtest,3462310.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Jan, 2025",,,
86274,Sweet Dreams Dahlia Playtest,2611810.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Sep, 2023",,,
86282,Excidio the Kaiju Simulator Playtest,2444410.0,0.0,False,,,,,,,True,False,False,,,,,,"23 May, 2023",,,
86310,Qorena - Foresight,1613820.0,0.0,False,,,,,,,True,False,False,,,,,,"6 May, 2021",,,
86320,Function Playtest,1614670.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"19 May, 2021",,,
86377,Eyes of Hellfire Playtest,3724860.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Jul, 2025",,,
86387,密约:重启 Playtest,3510620.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Feb, 2025",,,
86406,Wildlife Matters Playtest,2710930.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Dec, 2023",,,
86424,Build Lands Playtest,1964230.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Apr, 2022",,,
86526,Who Did It? Playtest,2725790.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Feb, 2024",,,
86556,The Lady Puppet Playtest,1615450.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Apr, 2021",,,
86647,霸王骰 Playtest,2143490.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Sep, 2022",,,
86761,Necroking Playtest,2920320.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Apr, 2024",,,
86775,Couplinked Playtest,1613290.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Apr, 2021",,,
86836,TROLEU Playtest,3664290.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Apr, 2025",,,
86899,Dr. Alb's Prodigy Playtest,3370280.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Dec, 2024",,,
86917,E-Startup 2 : Business Tycoon Playtest,2779830.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Jan, 2024",,,
86926,From Fire Emergence Playtest,3234710.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Oct, 2024",,,
87017,Duelyst II Playtest,2124580.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Aug, 2022",,,
87072,Mega Hero Playtest,2546490.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Sep, 2023",,,
87103,StrangeDream Playtest,3818360.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Jun, 2025",,,
87175,Saddle Up and Drive Playtest,2917670.0,0.0,False,,,,,,,True,False,False,,,,,,"28 May, 2024",,,
87209,Tap Derby Playtest,3382630.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Jan, 2025",,,
