,name,steam_appid,required_age,is_free,number_dlc,developers,publishers,price_currency,price_initial,price_final,windows,mac,linux,metacritic_score,categories,genres,recommendations_total,achievements_total,release_date,0,total_news,total_patches
0,FLOWorlds Playtest,3557900.0,0.0,False,,,,,,,True,False,False,,,,,,"23 May, 2025",,,
74,Butterfly Dream Playtest,3116140.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Nov, 2024",,,
109,Total Vengeance Playtest,2687580.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Nov, 2023",,,
120,Leaf Blower Co. Playtest,3654790.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
157,Underquest Playtest,3239680.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Feb, 2025",,,
190,Warp Factory Playtest,1628730.0,0.0,False,,,,,,,True,False,False,,,,,,"6 May, 2021",,,
204,Teamcrafter Playtest,3437800.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Jan, 2025",,,
273,Paws and Leaves - A Thracian Tale Playtest,1885600.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Jan, 2022",,,
328,DEATHGRIP Playtest,1754540.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Dec, 2021",,,
459,Fortress VR Playtest,2259720.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"15 Feb, 2023",,,
464,World Auto Racing Playtest,2603530.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Aug, 2024",,,
473,Into The Void Playtest,2873710.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Mar, 2024",,,
509,Odania Sports Arena Playtest,2210850.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"9 Nov, 2022",,,
517,Tiny Dungeons Playtest,2443460.0,0.0,False,,,,,,,True,False,False,,,,,,"23 May, 2023",,,
536,Office After Hours Playtest,3396530.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Dec, 2024",,,
639,POLYARIS Playtest,3142880.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Dec, 2024",,,
778,Bus Flipper Simulator Playtest,2174660.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Feb, 2025",,,
808,宗门志 Playtest,3092370.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jul, 2024",,,
869,The Deadly Path Playtest,2643710.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Oct, 2024",,,
1025,ZOE Begone! Playtest,2931360.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Apr, 2024",,,
1092,ILL SPACE Playtest,1749220.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Sep, 2021",,,
1096,Squirmish Playtest,2826320.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Feb, 2024",,,
1285,Draken Playtest,1849500.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Dec, 2021",,,
1297,Shotgun Shenanigans Playtest,2192370.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Nov, 2022",,,
1399,A Long Journey to an Uncertain End Playtest,2347370.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Mar, 2023",,,
1414,The Last Citadel Playtest,2008890.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Nov, 2022",,,
1433,Water Maid Playtest,3236760.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Oct, 2024",,,
1435,Titan Force Playtest,2374080.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Jul, 2025",,,
1439,银河模拟器2：星门 Playtest,3718100.0,0.0,False,,,,,,,True,False,False,,,,,,"13 May, 2025",,,
1496,Nautical Survival Playtest,3047160.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Dec, 2024",,,
1520,Farming Playtest,3122330.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Jul, 2024",,,
1565,Truck Mechanic: Dangerous Paths - Prologue Playtest,1827420.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Apr, 2022",,,
1597,Black Dragon Mage Playtest,2539430.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Aug, 2023",,,
1649,Sword Reverie Playtest,1854560.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"27 Dec, 2021",,,
1676,To Pixelia Playtest,3526210.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Mar, 2025",,,
1788,Test Dummy Takedown Playtest,3130460.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Jul, 2024",,,
1830,镇邪Ⅱ Playtest,3672450.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Apr, 2025",,,
1861,The B.L.O.O.M Initiative Playtest,3635580.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
1888,Ship Graveyard Simulator 2 Playtest,2567570.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Dec, 2023",,,
2096,First Dwarf Playtest,2852880.0,0.0,False,,,,,,,True,False,False,,,,,,"19 May, 2024",,,
2115,Bangkok Story: A Stray Dog Playtest,2277260.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Feb, 2023",,,
2170,Welcome: A Cozy Estuary Playtest,3379660.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Dec, 2024",,,
2227,REVO Playtest,1690410.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Mar, 2023",,,
2306,Deity's Domain Playtest,3508410.0,0.0,False,,,,,,,True,False,False,,,,,,"18 May, 2025",,,
2310,Apokerlypse Playtest,3481130.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Apr, 2025",,,
2314,Broken Lines Playtest,1478740.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Dec, 2020",,,
2328,Cultivation Story: Reincarnation Playtest,1990450.0,0.0,False,,,,,,,True,False,False,,,,,,"5 May, 2022",,,
2329,Return Alive Closed Beta,1846260.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jun, 2023",,,
2333,One Mistake Playtest,3301920.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Oct, 2024",,,
2401,Anterris Playtest,2752120.0,0.0,False,,,,,,,True,False,False,,,,,,"30 May, 2024",,,
2417,Petrified Playtest,2084480.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Sep, 2022",,,
2572,Starlight Re:Volver Playtest,3680630.0,0.0,False,,,,,,,True,False,False,,,,,,"16 May, 2025",,,
2616,United 1944 Playtest,2383590.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Oct, 2023",,,
2630,Drova - Forsaken Kin Playtest,2848770.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Mar, 2024",,,
2669,Cult of Cards Playtest,2338420.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Feb, 2025",,,
2776,Quantum Joe Playtest,3274670.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Oct, 2024",,,
2780,Vanguard Playtest,3811660.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jul, 2025",,,
2783,Soulknight Playtest,2469790.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Jul, 2023",,,
2931,Speed Master Playtest,2189400.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Oct, 2022",,,
2980,Light Of The Ancients Playtest,3769340.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Jun, 2025",,,
2988,鬼谷八荒 Playtest,1489280.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Dec, 2020",,,
2992,Halo 2 Mod Tools - MCC,1613450.0,0.0,False,,343 Industries;Saber Interactive;Bungie,Xbox Games Studios,,,,True,False,False,,Family Sharing,,,,"13 Oct, 2021",,,
3006,Tomb Explorer VR Playtest,3093630.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Jul, 2024",,,
3011,Inverse Evolver Playtest,1670190.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Oct, 2021",,,
3082,Changer Seven Playtest,3794140.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Jul, 2025",,,
3206,Dwarven Realms Playtest,2219380.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Nov, 2022",,,
3225,Get Tanked! Playtest,1896360.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Mar, 2022",,,
3250,Nongunz: Doppelganger Edition Playtest,1580280.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Mar, 2021",,,
3276,RotorSim: Helicopter Simulator Playtest,3668310.0,0.0,False,,,,,,,True,False,False,,,,,,"4 May, 2025",,,
3295,Before The Mine Playtest,2750470.0,0.0,False,,,,,,,True,False,False,,,,,,"31 May, 2024",,,
3475,古镇物语 Playtest,2660280.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Dec, 2024",,,
3525,Miami Hotel Simulator Multiplayer Playtest,3418240.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Mar, 2025",,,
3610,The Quinfall Playtest,3056750.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Sep, 2024",,,
3613,Seeds of Calamity Playtest,3509260.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Feb, 2025",,,
3679,Rogue Company Playtest,1666300.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Nov, 2023",,,
3802,Mix Universe Playtest,1699020.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Apr, 2022",,,
3855,Stoneguard Playtest,2934420.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Apr, 2024",,,
3888,Inflatum Playtest,2960020.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Apr, 2024",,,
3908,Garage Flipper Playtest,2614340.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Sep, 2023",,,
4072,INSPIRE Playtest,1732520.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Mar, 2024",,,
4079,Lost Colony Playtest,2765150.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Jan, 2025",,,
4166,Terranny Playtest,2477700.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jun, 2023",,,
4247,Avium Playtest,3629040.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Apr, 2025",,,
4286,Project Castaway Playtest,2836940.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Jun, 2024",,,
4315,Happy's Humble Burger Farm Playtest,1635140.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jun, 2021",,,
4442,With Last Breath Playtest,2606020.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Sep, 2023",,,
4496,Motomancer: Auto Battle Playtest,1909190.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Feb, 2022",,,
4636,MORSOMNIA:0 Playtest,3406000.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Jan, 2025",,,
4766,Battle Aces (Beta),2820350.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Apr, 2025",,,
4768,Storage Guys Playtest,3490580.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Feb, 2025",,,
4882,Uh-Oh! Playtest,2189880.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Oct, 2022",,,
4885,Raygun Gadabout Playtest,1626210.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Jun, 2022",,,
4951,老家生活 Playtest,2301760.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Oct, 2023",,,
5019,Wreckage Playtest,2519950.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Jul, 2023",,,
5040,满庭芳：宋上繁华 Playtest,2019460.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Sep, 2022",,,
5182,Oh Baby! Kart Playtest,2797060.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Feb, 2024",,,
5299,The Karters 2: Turbo Charged Playtest,2285870.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Jun, 2025",,,
5313,SPAM Playtest,3238740.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Mar, 2025",,,
5320,Proxima Divide Playtest,3836610.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Jun, 2025",,,
5362,FLIKK Playtest,2834480.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Jun, 2024",,,
5415,Better Mart Playtest,3502180.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Mar, 2025",,,
5495,Cardbuster Playtest,3332990.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
5504,Deduction Playtest,1781620.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Jan, 2022",,,
5572,Void Climber Playtest,2638110.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Jul, 2024",,,
5602,ワンネレムー Playtest,2320700.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Feb, 2023",,,
5672,Prospector Playtest,2877600.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Oct, 2024",,,
5719,BOWLOUT Playtest,2197940.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Nov, 2022",,,
5777,Legends Reborn Playtest,2341690.0,0.0,False,,,,,,,True,False,False,,,,,,"10 May, 2023",,,
5818,Ponolf Playtest,2992530.0,0.0,False,,,,,,,True,False,False,,,,,,"31 May, 2024",,,
5873,Celestial Empire Playtest,1807160.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Oct, 2023",,,
5888,Magic Inn Playtest,3882050.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jul, 2025",,,
5978,SANNABI: The Revenant Playtest,1695090.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Jan, 2022",,,
6082,SSS222: HyperSpace Playtest,2000200.0,0.0,False,,,,,,,True,False,False,,,,,,"13 May, 2022",,,
6316,"Guns, Blocks, and Steel Playtest",3161680.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Oct, 2024",,,
6333,The Vaults Playtest,1798030.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Feb, 2022",,,
6343,Throne of Bone Playtest,2150780.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Oct, 2023",,,
6395,Pompeii: The Legacy Playtest,3485070.0,0.0,False,,,,,,,True,False,False,,,,,,"23 May, 2025",,,
6408,Solar Survivors Playtest,2302280.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Aug, 2023",,,
6420,I am on Fire (小小火神） Playtest,1887980.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jan, 2022",,,
6424,Sofie: The Echoes Playtest,2977100.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Aug, 2024",,,
6501,Make Your Kingdom Playtest,1743920.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Oct, 2021",,,
6502,Peril Playtest,1910190.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Feb, 2022",,,
6512,DunDun VR Playtest,1717780.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"11 Aug, 2021",,,
6513,Project Archipelago,3094310.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Aug, 2024",,,
6535,Gas Station Manager Playtest,3355040.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Jan, 2025",,,
6557,CyberBlocker Complete Edition Playtest,2141240.0,0.0,False,,,,,,,True,False,False,,,,,,"6 Sep, 2022",,,
6571,The Last Starship Playtest,2000350.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Jul, 2022",,,
6603,Icewords Playtest,1829660.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Dec, 2021",,,
6619,SurfsUp Playtest,3455090.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Jan, 2025",,,
6653,Begone Beast Playtest,3544440.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Apr, 2025",,,
6686,Cosmic Carnage Playtest,2552250.0,0.0,False,,,,,,,True,False,False,,,,,,"24 Aug, 2023",,,
6700,Doug's Nightmare Playtest,2307880.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Feb, 2023",,,
6788,DemonCountdown Playtest,2653820.0,0.0,False,,,,,,,True,False,False,,,,,,"31 Oct, 2023",,,
6820,Drag Her! Playtest,2565500.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Dec, 2023",,,
6898,Sokobond Express Playtest,1702310.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Apr, 2022",,,
6964,Dark Laws Playtest,2944600.0,0.0,False,,,,,,,True,False,False,,,,,,"4 May, 2024",,,
6987,我在2083年的末世求生 Playtest,2719700.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Dec, 2023",,,
7039,Phantoms Playtest,2858740.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Mar, 2024",,,
7044,Game Store Chronicle Playtest,3740220.0,0.0,False,,,,,,,True,False,False,,,,,5.0,"29 May, 2025",,,
7111,Ved:Recure PlayTest,3801000.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jun, 2025",,,
7268,The Chronicles of Penghao: Ming PlayTest,2919360.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Apr, 2024",,,
7340,Backrooms: Realm of Shadows Playtest,2446580.0,0.0,False,,,,,,,True,False,False,,,,,,"25 May, 2023",,,
7391,DIE LAST Playtest,2928840.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Jun, 2024",,,
7423,Retrozen Playtest,2999610.0,0.0,False,,,,,,,True,False,False,,,,,,"24 May, 2024",,,
7522,Intravenous 2 Playtest,2738400.0,0.0,False,,,,,,,True,False,False,,,,,,"18 Dec, 2023",,,
7592,On The Wind's Breath Playtest,2429910.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Jul, 2023",,,
7622,Grim Prix Playtest,2707640.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Apr, 2024",,,
7690,Imperium Playtest,3285990.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Oct, 2024",,,
7791,东方崛起 Playtest,2769490.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Jan, 2024",,,
7915,HYPER PRIMATE Playtest,2595570.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Dec, 2024",,,
7928,Neon Highways Playtest,3435390.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Apr, 2025",,,
7944,Ultimus Playtest,2619470.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Sep, 2023",,,
8007,Legend Of Calvas Playtest,2664410.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Oct, 2023",,,
8091,KitHack Model Club Playtest,2461860.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Apr, 2024",,,
8149,Breaking Box Playtest,1618890.0,0.0,False,,,,,,,True,False,False,,,,,,"20 May, 2021",,,
8153,Broken Arrow Playtest,2696030.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Nov, 2024",,,
8242,Neighbors: Suburban Warfare - Playtest,2222400.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Apr, 2025",,,
8272,Mad Valley Playtest,3173950.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Aug, 2024",,,
8328,Harbinger Playtest,3180120.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Aug, 2024",,,
8335,ASTA-POOL: Can humans beat bots? Playtest,2925240.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Jun, 2024",,,
8428,Sister of a Dragon Playtest,3656820.0,0.0,False,,,,,,,True,False,False,,,,,,"22 May, 2025",,,
8516,SAVE Playtest,3208810.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Nov, 2024",,,
8543,NecroCity Playtest,2615820.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Oct, 2023",,,
8596,Resurrection of mind Playtest,1857620.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Dec, 2021",,,
8676,Worlds of Aria - Beta version,2280550.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Jul, 2024",,,
8681,Becoming Saint Playtest,3544140.0,0.0,False,,,,,,,True,False,False,,,,,,"21 Mar, 2025",,,
8768,PIGGY: Hunt Playtest,1725250.0,0.0,False,,,,,,,True,False,False,,,,,,"13 Oct, 2021",,,
8823,DOUGH: A Crime Strategy RPG Playtest,3026050.0,0.0,False,,,,,,,True,False,False,,,,,,"14 Jun, 2024",,,
8839,Gatedelvers Playtest,2204590.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Jan, 2024",,,
8863,Cthulhu: The Cosmic Abyss Playtest,3745980.0,0.0,False,,,,,,,True,False,False,,,,,,"15 Jul, 2025",,,
8876,Headbangers: Rhythm Royale Playtest,2526400.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Aug, 2023",,,
8883,eXoSpace Combat Engineer Playtest,3597250.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Mar, 2025",,,
9018,Kingdom Loop Playtest,3579590.0,0.0,False,,,,,,,True,False,False,,,,,,"5 May, 2025",,,
9052,Infuse VR Playtest,2806500.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Feb, 2024",,,
9060,The Fruit Game Playtest,3710000.0,0.0,False,,,,,,,True,False,False,,,,,,"15 May, 2025",,,
9118,Hellcome Playtest,2625140.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Oct, 2023",,,
9191,Outerstellar Playtest,2532860.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Sep, 2023",,,
9213,Candy Shop Simulator Playtest,2811570.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jan, 2025",,,
9255,KILLBEAT Playtest,2955570.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"26 Apr, 2024",,,
9280,BLOCKPOST MOBILE Playtest,2544470.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Sep, 2023",,,
9315,Macabre Playtest,3422480.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Feb, 2025",,,
9397,Orbtangle Playtest,2174540.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Oct, 2022",,,
9433,STUNTMAN Playtest,3094200.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
9473,Apocalyptic Cuisine Playtest,3673690.0,0.0,False,,,,,,,True,False,False,,,,,,"16 Jul, 2025",,,
9524,Knock'Em Out Playtest,2735250.0,0.0,False,,,,,,,True,False,False,,,,,,"29 May, 2025",,,
9533,Stormforge Playtest,3638330.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Apr, 2025",,,
9576,The Spell Brigade Playtest,2959570.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Jul, 2024",,,
9622,DarkBlood -Reborn- Playtest,1877150.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jan, 2022",,,
9701,Fealty Playtest,2954580.0,0.0,False,,,,,,,True,False,False,,,,,,"1 May, 2024",,,
9703,Enso Playtest,2817800.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Feb, 2024",,,
9705,"Eat Fish, Get Achievements Playtest",2140820.0,0.0,False,,,,,,,True,False,False,,,,,,"2 Sep, 2022",,,
9727,THE LAST BEAT Playtest,1742560.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Feb, 2022",,,
9737,Mother Machine Playtest,2764040.0,0.0,False,,,,,,,True,False,False,,,,,,"23 Dec, 2024",,,
9739,Alien Dark Wars (Beta Playtest),3424240.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
9753,Dungeons 4 Playtest,2223360.0,0.0,False,,,,,,,True,False,False,,,,,,"20 Jan, 2023",,,
9813,Improbable Soccer Playtest,2978100.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Oct, 2024",,,
9883,Terrorformer TD Playtest,2850670.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Feb, 2024",,,
9930,Chrono Odyssey Playtest,3404800.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"18 Jun, 2025",,,
9999,Aliosso Playtest,2947790.0,0.0,False,,,,,,,True,False,False,,,,,,"21 May, 2024",,,
10029,Empires of a Tiny Universe Playtest,3506990.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
10072,Broventure: The Wild Сo-op Playtest,3219040.0,0.0,False,,,,,,,True,False,False,,,,,,,,,
10126,NOeSIS-羽化 Playtest,1614320.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Apr, 2021",,,
10133,Cowboy 3030 Playtest,2486440.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Jul, 2023",,,
10148,ARC Raiders Playtest,2427520.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"30 Apr, 2025",,,
10211,Hyperbolica Playtest,1889270.0,0.0,False,,,,,,,True,False,False,,,,,,"27 Jan, 2022",,,
10262,Hot Rod Mayhem Playtest,3760660.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Jun, 2025",,,
10281,Halloween Games for Toddlers and Kids Playtest,2623280.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Sep, 2023",,,
10326,Starsiege Alpha Playtest,2222330.0,0.0,False,,,,,,,True,False,False,,,,,,"26 Jun, 2023",,,
10380,Sheltered 2 Playtest,1620620.0,0.0,False,,,,,,,True,False,False,,,,,,"3 Jun, 2021",,,
10450,Swapmeat Playtest,3113960.0,0.0,False,,,,,,,True,False,False,,Full controller support,,,,"17 Jul, 2025",,,
10589,Jotunnslayer: Hordes of Hel Playtest,3039550.0,0.0,False,,,,,,,True,False,False,,,,,,"12 Jun, 2024",,,
10595,Sand Playtest,2981610.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Feb, 2025",,,
10753,City Tales - Medieval Era Playtest,3428360.0,0.0,False,,,,,,,True,False,False,,,,,,"30 Apr, 2025",,,
10764,Elemental Land Playtest,2277760.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Jan, 2023",,,
10824,Omakase (お任せ) Playtest,3262890.0,0.0,False,,,,,,,True,False,False,,,,,,"17 Oct, 2024",,,
10912,夜幕 Playtest,2931070.0,0.0,False,,,,,,,True,False,False,,,,,,"19 Apr, 2024",,,
10969,Bloodstained: Ritual of the Night Playtest,2399960.0,0.0,False,,,,,,,True,False,False,,,,,,"22 May, 2023",,,
11047,末卡未来 Playtest,2508270.0,0.0,False,,,,,,,True,False,False,,,,,,"11 Jul, 2023",,,
11089,Sucker Punch Playtest,1632470.0,0.0,False,,,,,,,True,False,False,,VR Only,,,,"18 Jun, 2021",,,
11160,Blade Assault Playtest,1426470.0,0.0,False,,,,,,,True,False,False,,,,,,"12 May, 2021",,,
11172,Ballardo Playtest,3834420.0,0.0,False,,,,,,,True,False,False,,,,,,"1 Jul, 2025",,,
11316,Eternal Damnation Playtest,2576420.0,0.0,False,,,,,,,True,False,False,,,,,,"25 Apr, 2024",,,
11366,We who are about to Die Playtest,1707800.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jul, 2021",,,
11383,Codex Lost Playtest,2382950.0,0.0,False,,,,,,,True,False,False,,,,,,"5 Apr, 2023",,,
11421,Chloe the Cat Playtest,2974530.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Jun, 2024",,,
11504,Lost Paws Playtest,2439430.0,0.0,False,,,,,,,True,False,False,,,,,,"8 Dec, 2024",,,
11520,Island Assault Playtest,1931630.0,0.0,False,,,,,,,True,False,False,,,,,,"10 Mar, 2022",,,
11655,Light of Coco Playtest,2490740.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jun, 2023",,,
11701,Balatro Playtest,2460470.0,0.0,False,,,,,,,True,False,False,,,,,,"4 Jun, 2023",,,
11755,Pixelshire Playtest,3479850.0,0.0,False,,,,,,,True,False,False,,,,,,"28 Jan, 2025",,,
11796,Oldowan Playtest,1732250.0,0.0,False,,,,,,,True,False,False,,,,,,"9 Feb, 2022",,,
11840,Smelogs Playground Playtest,2236250.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Feb, 2023",,,
11936,Minutescape Playtest,3376450.0,0.0,False,,,,,,,True,False,False,,,,,,"29 Nov, 2024",,,
11952,Campus Legends College Basketball Playtest,3205330.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Sep, 2024",,,
12098,Solar Wave Playtest,3364340.0,0.0,False,,,,,,,True,False,False,,,,,,"22 Feb, 2025",,,
12178,TFM: The First Men Playtest,1746330.0,0.0,False,,,,,,,True,False,False,,,,,,"7 Jun, 2022",,,
